Result squared_hinge: 
1e-07;91.4216666667;91.38;
1e-06;92.0083333333;91.67;
1e-05;92.26;91.75;
0.0001;91.17;90.55;
0.00025;90.4933333333;90.02;
0.005;87.6016666667;86.69;
0.01;86.455;86.1;
0.025;88.325;87.59;
0.05;88.0316666667;86.88;
0.075;87.7633333333;87.18;
0.1;87.8533333333;87.07;
0.2;88.4383333333;88.05;
0.45;87.4566666667;86.81;
0.8;84.5366666667;84.23;
1.0;87.6166666667;86.7;
1.25;87.2816666667;86.4;
1.5;87.3366666667;86.48;
1.75;88.0833333333;87.51;
2;85.9216666667;86.24;

Result hinge: 
1e-07;90.8516666667;91.41;
1e-06;91.9933333333;91.95;
1e-05;92.5066666667;92.03;
0.0001;92.7516666667;92.01;
0.00025;91.8833333333;90.69;
0.005;88.9016666667;87.99;
0.01;88.8783333333;88.3;
0.025;88.0733333333;87.36;
0.05;86.5916666667;85.76;
0.075;85.8033333333;84.19;
0.1;88.5216666667;87.71;
0.2;87.3633333333;86.36;
0.45;85.655;84.88;
0.8;83.9866666667;83.51;
1.0;88.1083333333;87.11;
1.25;84.8116666667;83.24;
1.5;89.1866666667;88.43;
1.75;89.5416666667;88.62;
2;89.3366666667;88.68;

