;1e-07;1e-07;1e-06;1e-06;1e-05;1e-05;0.1;0.1;0.5;0.5;1;1;
1e-07;11.27;11.2;11.27;11.2;11.27;11.2;73.74;76.4;89.47;89.6;93.09;91.65;
1e-06;11.27;11.2;11.27;11.2;19.72;20.8;99.97;95.8;100.0;95.85;100.0;95.85;
1e-05;73.74;76.4;93.09;91.65;99.0;95.7;100.0;95.85;100.0;95.85;100.0;95.85;
0.1;100.0;95.85;100.0;95.85;100.0;95.85;100.0;95.85;100.0;95.85;100.0;95.85;
0.5;100.0;95.85;100.0;95.85;100.0;95.85;100.0;95.85;100.0;95.85;100.0;95.85;
1;100.0;95.85;100.0;95.85;100.0;95.85;100.0;95.85;100.0;95.85;100.0;95.85;

11.2366666667;11.35;
