Result squared_hinge: 
1e-06;92.0083333333;91.67;
1e-06;92.0083333333;91.67;
1e-05;92.2616666667;91.74;
0.0001;91.52;90.56;
0.00025;89.1933333333;88.42;
0.005;87.625;86.97;
0.01;87.2416666667;86.4;
0.025;88.08;87.53;
0.05;87.7316666667;87.34;
0.075;89.18;88.37;
0.1;88.9666666667;88.43;
0.2;87.58;86.49;
0.45;85.6766666667;84.7;
0.8;88.05;87.8;
1.0;81.3166666667;80.89;
1.25;87.6983333333;87.42;
1.5;88.255;87.06;
1.75;87.5366666667;86.94;
2;87.5816666667;86.73;

Result hinge: 
1e-06;91.9916666667;91.96;
1e-06;91.9933333333;91.97;
1e-05;92.505;91.98;
0.0001;92.7166666667;91.99;
0.00025;92.1466666667;91.23;
0.005;85.3866666667;84.3;
0.01;86.51;85.98;
0.025;88.3616666667;87.39;
0.05;88.4416666667;87.34;
0.075;84.82;84.22;
0.1;86.7966666667;86.31;
0.2;87.055;86.74;
0.45;89.1433333333;87.78;
0.8;88.2916666667;87.47;
1.0;84.74;83.86;
1.25;88.2166666667;87.5;
1.5;86.2433333333;85.75;
1.75;86.2616666667;85.38;
2;88.765;87.87;

